PengajuanKey,InventorKey,Peran_Inventor
722,84,Ketua Inventor
722,72,Anggota Inventor
723,63,Ketua Inventor
724,99,Ketua Inventor
724,30,Anggota Inventor
725,59,Ketua Inventor
725,42,Anggota Inventor
726,18,Ketua Inventor
727,75,Ketua Inventor
727,9,Anggota Inventor
728,26,Ketua Inventor
728,32,Anggota Inventor
729,48,Ketua Inventor
730,67,Ketua Inventor
731,20,Ketua Inventor
731,28,Anggota Inventor
732,30,Ketua Inventor
733,74,Ketua Inventor
734,58,Ketua Inventor
734,26,Anggota Inventor
734,71,Anggota Inventor
735,63,Ketua Inventor
736,91,Ketua Inventor
737,53,Ketua Inventor
738,88,Ketua Inventor
738,87,Anggota Inventor
739,93,Ketua Inventor
739,24,Anggota Inventor
740,49,Ketua Inventor
741,81,Ketua Inventor
742,83,Ketua Inventor
742,57,Anggota Inventor
743,17,Ketua Inventor
743,10,Anggota Inventor
744,72,Ketua Inventor
745,48,Ketua Inventor
745,77,Anggota Inventor
746,47,Ketua Inventor
747,47,Ketua Inventor
747,15,Anggota Inventor
748,15,Ketua Inventor
748,44,Anggota Inventor
749,37,Ketua Inventor
749,31,Anggota Inventor
750,8,Ketua Inventor
751,36,Ketua Inventor
752,84,Ketua Inventor
753,45,Ketua Inventor
754,69,Ketua Inventor
755,89,Ketua Inventor
755,65,Anggota Inventor
755,22,Anggota Inventor
756,34,Ketua Inventor
757,12,Ketua Inventor
757,59,Anggota Inventor
758,47,Ketua Inventor
759,41,Ketua Inventor
759,80,Anggota Inventor
760,64,Ketua Inventor
761,9,Ketua Inventor
762,5,Ketua Inventor
763,49,Ketua Inventor
763,82,Anggota Inventor
764,99,Ketua Inventor
764,10,Anggota Inventor
765,29,Ketua Inventor
766,33,Ketua Inventor
767,14,Ketua Inventor
767,71,Anggota Inventor
768,55,Ketua Inventor
768,43,Anggota Inventor
769,4,Ketua Inventor
770,7,Ketua Inventor
771,96,Ketua Inventor
772,33,Ketua Inventor
772,10,Anggota Inventor
772,96,Anggota Inventor
773,12,Ketua Inventor
773,82,Anggota Inventor
773,26,Anggota Inventor
774,84,Ketua Inventor
775,43,Ketua Inventor
776,89,Ketua Inventor
777,24,Ketua Inventor
777,96,Anggota Inventor
777,41,Anggota Inventor
778,10,Ketua Inventor
778,81,Anggota Inventor
779,14,Ketua Inventor
779,49,Anggota Inventor
780,17,Ketua Inventor
781,51,Ketua Inventor
782,31,Ketua Inventor
783,52,Ketua Inventor
784,75,Ketua Inventor
784,84,Anggota Inventor
785,88,Ketua Inventor
786,6,Ketua Inventor
787,47,Ketua Inventor
787,65,Anggota Inventor
788,18,Ketua Inventor
788,20,Anggota Inventor
788,37,Anggota Inventor
789,30,Ketua Inventor
790,16,Ketua Inventor
790,50,Anggota Inventor
791,84,Ketua Inventor
791,40,Anggota Inventor
792,54,Ketua Inventor
793,62,Ketua Inventor
794,23,Ketua Inventor
794,75,Anggota Inventor
794,50,Anggota Inventor
795,24,Ketua Inventor
795,63,Anggota Inventor
796,21,Ketua Inventor
797,23,Ketua Inventor
797,32,Anggota Inventor
798,68,Ketua Inventor
799,85,Ketua Inventor
799,49,Anggota Inventor
800,27,Ketua Inventor
801,89,Ketua Inventor
802,57,Ketua Inventor
803,31,Ketua Inventor
803,99,Anggota Inventor
804,61,Ketua Inventor
805,93,Ketua Inventor
806,10,Ketua Inventor
806,81,Anggota Inventor
806,22,Anggota Inventor
807,48,Ketua Inventor
808,25,Ketua Inventor
808,66,Anggota Inventor
809,16,Ketua Inventor
809,8,Anggota Inventor
810,18,Ketua Inventor
811,48,Ketua Inventor
812,69,Ketua Inventor
813,89,Ketua Inventor
813,11,Anggota Inventor
814,75,Ketua Inventor
815,90,Ketua Inventor
815,78,Anggota Inventor
816,42,Ketua Inventor
816,57,Anggota Inventor
816,51,Anggota Inventor
817,10,Ketua Inventor
818,97,Ketua Inventor
818,25,Anggota Inventor
819,64,Ketua Inventor
819,44,Anggota Inventor
819,79,Anggota Inventor
820,94,Ketua Inventor
821,89,Ketua Inventor
821,37,Anggota Inventor
822,10,Ketua Inventor
822,74,Anggota Inventor
823,76,Ketua Inventor
824,43,Ketua Inventor
825,96,Ketua Inventor
826,17,Ketua Inventor
827,83,Ketua Inventor
827,5,Anggota Inventor
828,10,Ketua Inventor
829,70,Ketua Inventor
830,67,Ketua Inventor
831,31,Ketua Inventor
832,1,Ketua Inventor
833,64,Ketua Inventor
833,39,Anggota Inventor
834,40,Ketua Inventor
834,27,Anggota Inventor
834,59,Anggota Inventor
835,41,Ketua Inventor
836,47,Ketua Inventor
837,75,Ketua Inventor
837,28,Anggota Inventor
838,83,Ketua Inventor
839,18,Ketua Inventor
840,79,Ketua Inventor
841,32,Ketua Inventor
842,47,Ketua Inventor
843,15,Ketua Inventor
844,56,Ketua Inventor
844,34,Anggota Inventor
845,22,Ketua Inventor
846,83,Ketua Inventor
846,33,Anggota Inventor
847,62,Ketua Inventor
847,36,Anggota Inventor
848,14,Ketua Inventor
849,84,Ketua Inventor
849,36,Anggota Inventor
850,89,Ketua Inventor
850,67,Anggota Inventor
850,87,Anggota Inventor
851,91,Ketua Inventor
852,61,Ketua Inventor
853,76,Ketua Inventor
854,76,Ketua Inventor
855,76,Ketua Inventor
855,8,Anggota Inventor
856,59,Ketua Inventor
857,35,Ketua Inventor
858,30,Ketua Inventor
859,85,Ketua Inventor
859,20,Anggota Inventor
860,34,Ketua Inventor
860,72,Anggota Inventor
860,70,Anggota Inventor
861,52,Ketua Inventor
861,45,Anggota Inventor
862,35,Ketua Inventor
862,5,Anggota Inventor
862,71,Anggota Inventor
863,63,Ketua Inventor
863,76,Anggota Inventor
864,45,Ketua Inventor
865,75,Ketua Inventor
866,30,Ketua Inventor
867,26,Ketua Inventor
868,14,Ketua Inventor
869,17,Ketua Inventor
869,56,Anggota Inventor
870,79,Ketua Inventor
871,26,Ketua Inventor
871,86,Anggota Inventor
872,14,Ketua Inventor
872,92,Anggota Inventor
873,32,Ketua Inventor
874,55,Ketua Inventor
874,86,Anggota Inventor
875,3,Ketua Inventor
876,37,Ketua Inventor
876,96,Anggota Inventor
876,84,Anggota Inventor
877,62,Ketua Inventor
878,80,Ketua Inventor
879,52,Ketua Inventor
879,18,Anggota Inventor
880,53,Ketua Inventor
880,18,Anggota Inventor
881,68,Ketua Inventor
881,93,Anggota Inventor
882,7,Ketua Inventor
883,30,Ketua Inventor
883,51,Anggota Inventor
883,65,Anggota Inventor
884,46,Ketua Inventor
885,92,Ketua Inventor
885,94,Anggota Inventor
886,54,Ketua Inventor
886,41,Anggota Inventor
887,54,Ketua Inventor
888,73,Ketua Inventor
888,91,Anggota Inventor
889,76,Ketua Inventor
890,73,Ketua Inventor
891,78,Ketua Inventor
892,28,Ketua Inventor
892,97,Anggota Inventor
892,96,Anggota Inventor
893,49,Ketua Inventor
893,35,Anggota Inventor
894,16,Ketua Inventor
895,50,Ketua Inventor
896,16,Ketua Inventor
896,45,Anggota Inventor
897,98,Ketua Inventor
898,38,Ketua Inventor
899,61,Ketua Inventor
900,23,Ketua Inventor
900,55,Anggota Inventor
901,34,Ketua Inventor
901,58,Anggota Inventor
902,17,Ketua Inventor
902,29,Anggota Inventor
903,5,Ketua Inventor
903,6,Anggota Inventor
904,34,Ketua Inventor
905,9,Ketua Inventor
905,7,Anggota Inventor
905,89,Anggota Inventor
906,20,Ketua Inventor
906,53,Anggota Inventor
907,81,Ketua Inventor
908,84,Ketua Inventor
909,100,Ketua Inventor
910,63,Ketua Inventor
910,27,Anggota Inventor
911,92,Ketua Inventor
912,52,Ketua Inventor
913,71,Ketua Inventor
913,11,Anggota Inventor
914,86,Ketua Inventor
915,2,Ketua Inventor
916,51,Ketua Inventor
917,34,Ketua Inventor
918,16,Ketua Inventor
919,85,Ketua Inventor
919,28,Anggota Inventor
920,98,Ketua Inventor
921,19,Ketua Inventor
922,86,Ketua Inventor
922,69,Anggota Inventor
923,3,Ketua Inventor
924,80,Ketua Inventor
924,65,Anggota Inventor
925,96,Ketua Inventor
926,67,Ketua Inventor
926,59,Anggota Inventor
927,52,Ketua Inventor
928,1,Ketua Inventor
928,94,Anggota Inventor
928,39,Anggota Inventor
929,86,Ketua Inventor
929,8,Anggota Inventor
930,59,Ketua Inventor
930,78,Anggota Inventor
931,17,Ketua Inventor
932,8,Ketua Inventor
933,73,Ketua Inventor
933,15,Anggota Inventor
933,37,Anggota Inventor
934,6,Ketua Inventor
935,47,Ketua Inventor
935,13,Anggota Inventor
936,51,Ketua Inventor
937,62,Ketua Inventor
938,45,Ketua Inventor
938,9,Anggota Inventor
939,40,Ketua Inventor
940,95,Ketua Inventor
941,11,Ketua Inventor
942,74,Ketua Inventor
942,16,Anggota Inventor
943,85,Ketua Inventor
943,98,Anggota Inventor
944,12,Ketua Inventor
945,46,Ketua Inventor
946,49,Ketua Inventor
947,97,Ketua Inventor
947,43,Anggota Inventor
948,8,Ketua Inventor
948,39,Anggota Inventor
949,82,Ketua Inventor
950,52,Ketua Inventor
951,67,Ketua Inventor
952,50,Ketua Inventor
952,84,Anggota Inventor
953,54,Ketua Inventor
954,51,Ketua Inventor
954,64,Anggota Inventor
955,83,Ketua Inventor
956,28,Ketua Inventor
956,19,Anggota Inventor
957,18,Ketua Inventor
958,52,Ketua Inventor
959,35,Ketua Inventor
959,24,Anggota Inventor
960,70,Ketua Inventor
961,62,Ketua Inventor
962,78,Ketua Inventor
963,92,Ketua Inventor
964,45,Ketua Inventor
965,54,Ketua Inventor
966,94,Ketua Inventor
967,58,Ketua Inventor
968,82,Ketua Inventor
969,98,Ketua Inventor
970,17,Ketua Inventor
970,62,Anggota Inventor
971,77,Ketua Inventor
971,14,Anggota Inventor
972,38,Ketua Inventor
972,8,Anggota Inventor
973,57,Ketua Inventor
973,80,Anggota Inventor
974,17,Ketua Inventor
974,79,Anggota Inventor
975,46,Ketua Inventor
976,49,Ketua Inventor
977,96,Ketua Inventor
977,34,Anggota Inventor
978,67,Ketua Inventor
978,56,Anggota Inventor
979,36,Ketua Inventor
980,49,Ketua Inventor
981,77,Ketua Inventor
981,64,Anggota Inventor
982,99,Ketua Inventor
983,28,Ketua Inventor
983,61,Anggota Inventor
983,100,Anggota Inventor
984,59,Ketua Inventor
985,19,Ketua Inventor
986,15,Ketua Inventor
986,43,Anggota Inventor
987,89,Ketua Inventor
988,34,Ketua Inventor
989,30,Ketua Inventor
990,44,Ketua Inventor
991,88,Ketua Inventor
992,94,Ketua Inventor
993,98,Ketua Inventor
994,43,Ketua Inventor
994,60,Anggota Inventor
995,46,Ketua Inventor
995,31,Anggota Inventor
995,66,Anggota Inventor
996,10,Ketua Inventor
996,84,Anggota Inventor
997,12,Ketua Inventor
997,70,Anggota Inventor
997,56,Anggota Inventor
998,87,Ketua Inventor
999,10,Ketua Inventor
1000,90,Ketua Inventor
1001,18,Ketua Inventor
1001,29,Anggota Inventor
1002,40,Ketua Inventor
1003,44,Ketua Inventor
1004,92,Ketua Inventor
1004,88,Anggota Inventor
1005,42,Ketua Inventor
1006,34,Ketua Inventor
1007,24,Ketua Inventor
1007,33,Anggota Inventor
1008,33,Ketua Inventor
1008,63,Anggota Inventor
1009,85,Ketua Inventor
1010,43,Ketua Inventor
1011,33,Ketua Inventor
1012,73,Ketua Inventor
1013,33,Ketua Inventor
1014,3,Ketua Inventor
1015,83,Ketua Inventor
1016,32,Ketua Inventor
1017,5,Ketua Inventor
1017,34,Anggota Inventor
1018,19,Ketua Inventor
1019,14,Ketua Inventor
1020,93,Ketua Inventor
1021,81,Ketua Inventor
1021,72,Anggota Inventor
1022,73,Ketua Inventor
1022,43,Anggota Inventor
1022,67,Anggota Inventor
1023,46,Ketua Inventor
1024,66,Ketua Inventor
1024,89,Anggota Inventor
1025,77,Ketua Inventor
1026,39,Ketua Inventor
1027,67,Ketua Inventor
1027,41,Anggota Inventor
1027,60,Anggota Inventor
1028,15,Ketua Inventor
1029,74,Ketua Inventor
1030,88,Ketua Inventor
1031,69,Ketua Inventor
1032,92,Ketua Inventor
1033,81,Ketua Inventor
1033,38,Anggota Inventor
1033,39,Anggota Inventor
1034,68,Ketua Inventor
1035,17,Ketua Inventor
1036,11,Ketua Inventor
1037,1,Ketua Inventor
1038,1,Ketua Inventor
1039,29,Ketua Inventor
1039,9,Anggota Inventor
1040,12,Ketua Inventor
1040,13,Anggota Inventor
1040,70,Anggota Inventor
1041,68,Ketua Inventor
1042,41,Ketua Inventor
1043,71,Ketua Inventor
1044,24,Ketua Inventor
1044,18,Anggota Inventor
1045,63,Ketua Inventor
1045,34,Anggota Inventor
1046,63,Ketua Inventor
1047,4,Ketua Inventor
1048,16,Ketua Inventor
1049,72,Ketua Inventor
1050,24,Ketua Inventor
1050,40,Anggota Inventor
1051,6,Ketua Inventor
1051,88,Anggota Inventor
1052,46,Ketua Inventor
1053,100,Ketua Inventor
1053,61,Anggota Inventor
1054,27,Ketua Inventor
1055,72,Ketua Inventor
1056,98,Ketua Inventor
1056,57,Anggota Inventor
1057,75,Ketua Inventor
1058,8,Ketua Inventor
1058,58,Anggota Inventor
1059,20,Ketua Inventor
1060,81,Ketua Inventor
1060,93,Anggota Inventor
1061,70,Ketua Inventor
1061,66,Anggota Inventor
1062,57,Ketua Inventor
1062,86,Anggota Inventor
1063,29,Ketua Inventor
1064,70,Ketua Inventor
1064,88,Anggota Inventor
1065,50,Ketua Inventor
1065,96,Anggota Inventor
1066,96,Ketua Inventor
1067,89,Ketua Inventor
1068,85,Ketua Inventor
1068,45,Anggota Inventor
1069,2,Ketua Inventor
1069,83,Anggota Inventor
1070,26,Ketua Inventor
1071,53,Ketua Inventor
1072,99,Ketua Inventor
1072,88,Anggota Inventor
1072,77,Anggota Inventor
1073,14,Ketua Inventor
1074,99,Ketua Inventor
1075,100,Ketua Inventor
1076,49,Ketua Inventor
1077,42,Ketua Inventor
1078,71,Ketua Inventor
1079,38,Ketua Inventor
1079,68,Anggota Inventor
1080,27,Ketua Inventor
1080,80,Anggota Inventor
1081,95,Ketua Inventor
1082,98,Ketua Inventor
1083,78,Ketua Inventor
1084,60,Ketua Inventor
1085,80,Ketua Inventor
1086,88,Ketua Inventor
1086,24,Anggota Inventor
1086,40,Anggota Inventor
1087,37,Ketua Inventor
1087,47,Anggota Inventor
1087,9,Anggota Inventor
1088,20,Ketua Inventor
1089,63,Ketua Inventor
1090,3,Ketua Inventor
1091,47,Ketua Inventor
1092,45,Ketua Inventor
1092,92,Anggota Inventor
1093,85,Ketua Inventor
1094,31,Ketua Inventor
1094,90,Anggota Inventor
1094,38,Anggota Inventor
1095,53,Ketua Inventor
1096,70,Ketua Inventor
1097,45,Ketua Inventor
1097,94,Anggota Inventor
1098,100,Ketua Inventor
1099,74,Ketua Inventor
1099,25,Anggota Inventor
1100,96,Ketua Inventor
1100,16,Anggota Inventor
1101,44,Ketua Inventor
1102,64,Ketua Inventor
1103,9,Ketua Inventor
1104,59,Ketua Inventor
1105,10,Ketua Inventor
1105,35,Anggota Inventor
1105,78,Anggota Inventor
1106,79,Ketua Inventor
1106,18,Anggota Inventor
1107,30,Ketua Inventor
1108,39,Ketua Inventor
1109,54,Ketua Inventor
1109,85,Anggota Inventor
1109,38,Anggota Inventor
1110,26,Ketua Inventor
1111,95,Ketua Inventor
1112,58,Ketua Inventor
1113,59,Ketua Inventor
1114,6,Ketua Inventor
1114,19,Anggota Inventor
1115,35,Ketua Inventor
1115,40,Anggota Inventor
1115,1,Anggota Inventor
1116,46,Ketua Inventor
1117,74,Ketua Inventor
1118,15,Ketua Inventor
1118,100,Anggota Inventor
1119,58,Ketua Inventor
1119,16,Anggota Inventor
1120,6,Ketua Inventor
1120,90,Anggota Inventor
1121,32,Ketua Inventor
1122,76,Ketua Inventor
1123,89,Ketua Inventor
1123,75,Anggota Inventor
1124,48,Ketua Inventor
1124,61,Anggota Inventor
1125,93,Ketua Inventor
1126,14,Ketua Inventor
1126,64,Anggota Inventor
1126,78,Anggota Inventor
1127,81,Ketua Inventor
1128,50,Ketua Inventor
1129,75,Ketua Inventor
1129,100,Anggota Inventor
1130,53,Ketua Inventor
1131,88,Ketua Inventor
1131,56,Anggota Inventor
1132,66,Ketua Inventor
1132,49,Anggota Inventor
1133,44,Ketua Inventor
1133,79,Anggota Inventor
1134,71,Ketua Inventor
1135,21,Ketua Inventor
1135,45,Anggota Inventor
1136,31,Ketua Inventor
1137,3,Ketua Inventor
1138,53,Ketua Inventor
1139,3,Ketua Inventor
1140,89,Ketua Inventor
1141,29,Ketua Inventor
1142,32,Ketua Inventor
1143,100,Ketua Inventor
1143,24,Anggota Inventor
1143,60,Anggota Inventor
1144,3,Ketua Inventor
1144,48,Anggota Inventor
1145,74,Ketua Inventor
1146,78,Ketua Inventor
1146,13,Anggota Inventor
1146,56,Anggota Inventor
1147,37,Ketua Inventor
1148,89,Ketua Inventor
1149,35,Ketua Inventor
1149,17,Anggota Inventor
1150,96,Ketua Inventor
1150,82,Anggota Inventor
1151,21,Ketua Inventor
1152,19,Ketua Inventor
1153,16,Ketua Inventor
1153,66,Anggota Inventor
1154,10,Ketua Inventor
1155,74,Ketua Inventor
1156,13,Ketua Inventor
1157,54,Ketua Inventor
1158,66,Ketua Inventor
1159,26,Ketua Inventor
1159,73,Anggota Inventor
1159,90,Anggota Inventor
1160,3,Ketua Inventor
1161,40,Ketua Inventor
1161,67,Anggota Inventor
1161,81,Anggota Inventor
1162,57,Ketua Inventor
1163,47,Ketua Inventor
1163,17,Anggota Inventor
1164,45,Ketua Inventor
1165,55,Ketua Inventor
1166,29,Ketua Inventor
1167,41,Ketua Inventor
1167,8,Anggota Inventor
1168,80,Ketua Inventor
1168,45,Anggota Inventor
1169,87,Ketua Inventor
1169,83,Anggota Inventor
1170,77,Ketua Inventor
1171,34,Ketua Inventor
1172,34,Ketua Inventor
1173,4,Ketua Inventor
1174,29,Ketua Inventor
1174,90,Anggota Inventor
1175,80,Ketua Inventor
1175,18,Anggota Inventor
1176,35,Ketua Inventor
1176,39,Anggota Inventor
1177,41,Ketua Inventor
1177,66,Anggota Inventor
1177,30,Anggota Inventor
1178,71,Ketua Inventor
1179,61,Ketua Inventor
1179,36,Anggota Inventor
1180,89,Ketua Inventor
1180,70,Anggota Inventor
1181,46,Ketua Inventor
1181,19,Anggota Inventor
1182,4,Ketua Inventor
1183,79,Ketua Inventor
1184,71,Ketua Inventor
1184,24,Anggota Inventor
1185,59,Ketua Inventor
1186,52,Ketua Inventor
1186,40,Anggota Inventor
1187,45,Ketua Inventor
1187,23,Anggota Inventor
1187,50,Anggota Inventor
1188,58,Ketua Inventor
1188,91,Anggota Inventor
1189,44,Ketua Inventor
1190,46,Ketua Inventor
1191,15,Ketua Inventor
1192,86,Ketua Inventor
1192,71,Anggota Inventor
1193,91,Ketua Inventor
1194,85,Ketua Inventor
1195,84,Ketua Inventor
1196,82,Ketua Inventor
1196,48,Anggota Inventor
1197,50,Ketua Inventor
1197,81,Anggota Inventor
1198,53,Ketua Inventor
1199,26,Ketua Inventor
1200,75,Ketua Inventor
1200,2,Anggota Inventor
1201,6,Ketua Inventor
1202,46,Ketua Inventor
1202,58,Anggota Inventor
1203,31,Ketua Inventor
1204,60,Ketua Inventor
1205,52,Ketua Inventor
1206,100,Ketua Inventor
1206,15,Anggota Inventor
1207,53,Ketua Inventor
1207,42,Anggota Inventor
1207,90,Anggota Inventor
1208,72,Ketua Inventor
1208,45,Anggota Inventor
1209,23,Ketua Inventor
1209,65,Anggota Inventor
1209,5,Anggota Inventor
1210,20,Ketua Inventor
1211,82,Ketua Inventor
1211,92,Anggota Inventor
1212,45,Ketua Inventor
1212,79,Anggota Inventor
1213,99,Ketua Inventor
1214,82,Ketua Inventor
1214,23,Anggota Inventor
1215,56,Ketua Inventor
1215,17,Anggota Inventor
1215,53,Anggota Inventor
1216,80,Ketua Inventor
1216,52,Anggota Inventor
1216,26,Anggota Inventor
1217,12,Ketua Inventor
1217,55,Anggota Inventor
1218,84,Ketua Inventor
1219,59,Ketua Inventor
1219,91,Anggota Inventor
1220,14,Ketua Inventor
1221,72,Ketua Inventor
1221,34,Anggota Inventor
1221,69,Anggota Inventor
1222,56,Ketua Inventor
1222,95,Anggota Inventor
1222,24,Anggota Inventor
1223,83,Ketua Inventor
1224,57,Ketua Inventor
1225,24,Ketua Inventor
1226,92,Ketua Inventor
1226,70,Anggota Inventor
1227,39,Ketua Inventor
1227,22,Anggota Inventor
1228,84,Ketua Inventor
1229,4,Ketua Inventor
1230,71,Ketua Inventor
1231,63,Ketua Inventor
1232,50,Ketua Inventor
1232,9,Anggota Inventor
1233,51,Ketua Inventor
1234,75,Ketua Inventor
1234,100,Anggota Inventor
1235,30,Ketua Inventor
1236,6,Ketua Inventor
1236,10,Anggota Inventor
1237,96,Ketua Inventor
1238,52,Ketua Inventor
1238,8,Anggota Inventor
1239,6,Ketua Inventor
1239,17,Anggota Inventor
1239,34,Anggota Inventor
1240,56,Ketua Inventor
1240,29,Anggota Inventor
1240,23,Anggota Inventor
1241,36,Ketua Inventor
1242,44,Ketua Inventor
1243,10,Ketua Inventor
1243,43,Anggota Inventor
1244,22,Ketua Inventor
1245,10,Ketua Inventor
1246,35,Ketua Inventor
1247,13,Ketua Inventor
1247,42,Anggota Inventor
1248,91,Ketua Inventor
1248,54,Anggota Inventor
1249,7,Ketua Inventor
1249,53,Anggota Inventor
1250,89,Ketua Inventor
1250,68,Anggota Inventor
1250,31,Anggota Inventor
1251,97,Ketua Inventor
1252,12,Ketua Inventor
1252,28,Anggota Inventor
1253,26,Ketua Inventor
1253,58,Anggota Inventor
1254,93,Ketua Inventor
1254,46,Anggota Inventor
1255,31,Ketua Inventor
1255,3,Anggota Inventor
1255,6,Anggota Inventor
1256,94,Ketua Inventor
1256,36,Anggota Inventor
1257,58,Ketua Inventor
1258,74,Ketua Inventor
1259,66,Ketua Inventor
1260,35,Ketua Inventor
1260,87,Anggota Inventor
1261,98,Ketua Inventor
1261,84,Anggota Inventor
1261,16,Anggota Inventor
1262,8,Ketua Inventor
1262,67,Anggota Inventor
1263,4,Ketua Inventor
1263,35,Anggota Inventor
1264,2,Ketua Inventor
1264,21,Anggota Inventor
1265,82,Ketua Inventor
1266,83,Ketua Inventor
1267,45,Ketua Inventor
1268,70,Ketua Inventor
1268,68,Anggota Inventor
1268,1,Anggota Inventor
1269,100,Ketua Inventor
1270,89,Ketua Inventor
1270,37,Anggota Inventor
1270,55,Anggota Inventor
1271,21,Ketua Inventor
1272,70,Ketua Inventor
1273,18,Ketua Inventor
1274,9,Ketua Inventor
1275,6,Ketua Inventor
1276,36,Ketua Inventor
1276,32,Anggota Inventor
1277,28,Ketua Inventor
1277,40,Anggota Inventor
1278,4,Ketua Inventor
1278,5,Anggota Inventor
1279,38,Ketua Inventor
1280,29,Ketua Inventor
1281,88,Ketua Inventor
1282,42,Ketua Inventor
1282,64,Anggota Inventor
1282,78,Anggota Inventor
1283,76,Ketua Inventor
1284,49,Ketua Inventor
1285,40,Ketua Inventor
1285,72,Anggota Inventor
1286,47,Ketua Inventor
1286,5,Anggota Inventor
1287,31,Ketua Inventor
1287,60,Anggota Inventor
1288,2,Ketua Inventor
1289,100,Ketua Inventor
1290,29,Ketua Inventor
1291,63,Ketua Inventor
1292,10,Ketua Inventor
1293,58,Ketua Inventor
1294,97,Ketua Inventor
1294,11,Anggota Inventor
1295,27,Ketua Inventor
1296,62,Ketua Inventor
1297,38,Ketua Inventor
1297,93,Anggota Inventor
1297,16,Anggota Inventor
1298,35,Ketua Inventor
1298,61,Anggota Inventor
1299,76,Ketua Inventor
1300,17,Ketua Inventor
1301,88,Ketua Inventor
1301,85,Anggota Inventor
1302,83,Ketua Inventor
1303,16,Ketua Inventor
1304,1,Ketua Inventor
1304,26,Anggota Inventor
1305,61,Ketua Inventor
1306,91,Ketua Inventor
1307,87,Ketua Inventor
1307,8,Anggota Inventor
1308,12,Ketua Inventor
1308,46,Anggota Inventor
1309,65,Ketua Inventor
1310,19,Ketua Inventor
1311,86,Ketua Inventor
1312,16,Ketua Inventor
1312,11,Anggota Inventor
1313,71,Ketua Inventor
1314,91,Ketua Inventor
1315,57,Ketua Inventor
1315,74,Anggota Inventor
1316,43,Ketua Inventor
1316,9,Anggota Inventor
